ID	Gene symbol ID	Transpath ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000175104	TRAF6	MO000019352	NaN		TNF receptor associated factor 6	TRAF6	7189	8.572254519	3.671946	329	2.861092	415	3.837734	439	2.863989	325	332.3061332	0.009735296	-1.338514366	0.147245413	0.004281009	-2.856677258	8.149644895	2.891668	251	2.504534	203	3.328808	380	2.750867	359	8.52189844	8.43050312	8.55113488	8.42612143	8.26147226	8.11415087	8.37625508	8.187151	NM_004620,NM_145803	6.641989017	0.063626968	-6.641989017
ENSG00000175215	CTDSP2	MO000167512	NaN		CTD small phosphatase 2	CTDSP2	10106	11.24552471	45.530548	2549	23.406858	2121	45.01683	3254	22.550198	1601	2054.625214	0.175506502	-1.444092532	0.337930582	0.116682348	-1.568852347	10.71535935	34.940865	1895	18.666115	953	35.895348	2563	18.348036	1513	11.33512946	10.87415015	11.32534595	10.83889477	11.03473242	10.49220531	11.05757698	10.48045079	NM_005730	1.935565622	0.2739072	-1.935565622
ENSG00000176749	CDK5R1	MO000036039,MO000036416,MO000106111,MO000186472	NaN		cyclin dependent kinase 5 regulatory subunit 1	CDK5R1	8851	6.930134765	1.718579	74	2.313486	161	1.847058	103	2.718789	149	149.3185605	0.109036374	1.448830149	0.291881689	0.066869171	1.832552343	7.465060792	2.886389	121	4.448085	175	2.702993	149	4.786387	304	6.8077761	7.13959983	6.86105409	7.2713129	7.1509412	7.48154196	7.09684883	7.54831464	NM_003885	2.41028543	0.221934722	2.41028543
ENSG00000177189	RPS6KA3	MO000032352,MO000078692	93.288720963636	P51812	ribosomal protein S6 kinase A3	RPS6KA3	6197	9.952618803	9.080645	781	8.310181	1157	9.218263	1024	8.903204	971	1345.714487	2.59E-23	1.716402557	0.075888905	9.61E-25	10.27011735	10.73175439	17.357395	1446	17.945919	1406	17.757689	1947	18.337692	2323	10.08233314	10.12559153	10.09501197	10.17808164	10.57042112	10.57022028	10.58973999	10.59254735	NM_004586	18.28386469	0.042613288	18.28386469
ENSG00000177606	JUN	MO000019469,MO000058322,MO000167543	44.46251991891073	P05412	AP-1 transcription factor subunit,Jun proto-oncogene	JUN	3725	10.69032867	11.546902	428	53.936218	3235	11.209817	537	54.47953	2560	1320.282687	0.281549501	-1.672221872	0.583165716	0.203385617	-1.271964827	9.948639769	18.508608	665	30.817896	1041	18.260536	863	28.997019	1583	9.51122478	10.95592017	9.4903158	10.96094915	9.81710333	10.21395766	9.80478766	10.16384211	NM_002228	0.881254278	0.841628709	-0.881254278
ENSG00000177889	UBE2N	MO000022137,MO000087811	2173.247244601037	P61088	ubiquitin conjugating enzyme E2 N	UBE2N	7334	10.42443676	26.305124	749	46.529552	2143	27.234989	1001	45.742985	1651	1642.699111	0.277585415	1.39061587	0.371324996	0.200140095	1.281152533	10.90021821	39.254513	1083	79.898888	2072	40.195503	1459	84.320793	3535	10.16084102	10.74869272	10.18763888	10.72985421	10.42277504	11.01223353	10.44099214	11.06478917	NM_003348	1.457234095	0.326496238	1.457234095
ENSG00000180228	PRKRA	MO000022540	85.29725214477469	O75569	protein activator of interferon induced protein kinase EIF2AK2	PRKRA	8575	9.215572966	24.338059	494	19.178983	631	19.499243	527	26.119012	679	587.1619997	0.897439409	-1.024439298	0.190742447	0.855091601	-0.182625849	9.17943026	19.979995	392	29.406301	551	25.277898	663	28.019253	836	9.20710065	9.12768456	9.04887919	9.39436085	8.98442741	9.2902196	9.18916534	9.23876608	NM_001139517,NM_001139518,NM_001316362,NM_003690	0.244094466	0.148068519	-0.244094466
ENSG00000180370	PAK2	MO000042946,MO000084423	1410.573328308495	Q13177	p21 (RAC1) activated kinase 2	PAK2	5062	11.32554714	28.67238	1963	28.870459	3199	28.850166	2550	28.895185	2509	3070.388349	0.001809288	1.392678398	0.14017567	6.51959E-4	3.409023443	11.8034639	40.796936	2706	53.886116	3362	41.024174	3582	53.12273	5357	11.36108194	11.48349378	11.36638538	11.48051887	11.59588488	11.80883693	11.59984957	11.79903635	NM_002577	6.994258752	0.068329866	6.994258752
ENSG00000184047	DIABLO	MO000020339	187.57582532680067	Q9NR28-2	diablo IAP-binding mitochondrial protein	DIABLO	56616	9.154426313	17.548597	433	16.496842	624	20.239904	661	18.491837	547	651.0488155	0.154642167	1.283650324	0.21942551	0.100631977	1.641797502	9.516197219	28.517471	643	37.671435	757	31.067105	910	18.843838	639	9.1554573	9.17634356	9.29339998	9.26484259	9.45326821	9.61837804	9.51508066	9.07640492	NM_001278302,NM_001278303,NM_001278304,NM_001278342,NM_019887,NM_138930	5.404013313	0.066944858	5.404013313
ENSG00000184216	IRAK1	MO000039099	10.966904492917475	P51617-2	interleukin 1 receptor associated kinase 1	IRAK1	3654	10.55246276	20.344075	802	37.145216	2388	20.438505	1045	36.360309	1828	2574.840077	7.07E-5	2.428694539	0.298867041	1.84E-5	4.283446737	11.83284847	79.01191	3014	90.798953	3286	73.698514	3695	90.450362	5259	10.49352823	11.07819914	10.50013641	11.05493642	11.54439053	11.64921766	11.47907813	11.64297558	NM_001025242,NM_001025243,NM_001569	3.890744109	0.329085048	3.890744109
ENSG00000185359	HGS	MO000036353	251.98471592208222	O14964	hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	9146	10.14915018	24.661366	818	29.011539	1556	23.338285	999	27.741596	1166	1298.143917	0.038891173	1.285982236	0.156555038	0.020457607	2.317847571	10.51250125	41.60281	1336	39.289345	1187	37.733238	1595	40.433033	1974	10.10889827	10.36283805	10.06432575	10.32078283	10.4907959	10.41182443	10.40472242	10.43926033	NM_004712	2.431291232	0.149447777	2.431291232
ENSG00000185386	MAPK11	MO000022209,MO000092896	NaN		mitogen-activated protein kinase 11	MAPK11	5600	5.159277633	0.675714	19	1.027224	46	0.889621	32	1.330837	46	26.22824067	0.009216215	-2.107193043	0.373874831	0.004025502	-2.8761564	4.063605644	0.405474	11	0.462816	12	0.521825	19	0.753264	31	4.57846852	4.94588676	4.74901894	5.12312337	4.26638813	4.3215962	4.39546355	4.57768194	NM_002751,NR_110887	4.634003959	0.236441746	-4.634003959
ENSG00000185651	UBE2L3	MO000032588	1534.621322556579	P68036	ubiquitin conjugating enzyme E2 L3	UBE2L3	7332	10.41308282	33.861835	1303	23.492685	1412	17.498217	870	35.242953	1687	1526.140462	0.369005082	1.238935275	0.287402755	0.282152246	1.075497063	10.72177953	32.216446	1201	48.16166	1666	31.565619	1550	54.118118	2697	10.5857509	10.36729032	10.0506487	10.7241013	10.48236367	10.79125729	10.46484147	10.79546283	NM_001256355,NM_001256356,NM_003347,NR_028436,NR_046082	1.051468563	0.293586248	1.051468563
ENSG00000186591	UBE2H	MO000119207	94.34502628353427	P62256	ubiquitin conjugating enzyme E2 H	UBE2H	7328	11.55614997	54.22419	3121	25.920305	2414	57.911468	4290	27.325492	1983	2291.742994	0.040129609	-1.915566028	0.40703928	0.021229229	-2.3038827	10.61859595	39.742464	2212	19.065987	1000	27.786105	2010	12.067611	1010	11.55361783	11.01965238	11.61286478	11.05634022	11.20446358	10.56892218	10.88507271	10.22822335	NM_001202498,NM_003344,NM_182697	2.966189615	0.316080272	-2.966189615
ENSG00000188130	MAPK12	MO000004689	NaN		mitogen-activated protein kinase 12	MAPK12	6300	6.912624445	3.773601	81	4.336436	150	4.879901	134	4.365504	118	133.4967907	0.143880517	1.215689803	0.167369054	0.09226753	1.683555885	7.194911497	5.861395	121	6.081329	118	5.721028	155	7.204374	226	6.81708101	7.02988549	7.0072411	7.02950254	7.09800697	7.10019623	7.07532941	7.24357171	NM_001303252,NM_002969	2.737749366	0.103109165	2.737749366
ENSG00000196083	IL1RAP	MO000039099	NaN		interleukin 1 receptor accessory protein	IL1RAP	3556	8.53443704	2.983404	165	8.493067	657	4.237424	218	6.821608	469	405.8672088	0.600060881	1.188702347	0.380065807	0.511715212	0.656169281	8.784471067	7.592391	387	6.81123	332	8.572248	578	7.091374	549	8.07511616	8.92408966	8.09116079	8.83718662	8.72228111	8.61540122	8.83156824	8.63729827	NM_001167928,NM_001167929,NM_001167930,NM_001167931,NM_002182,NM_134470	0.541377403	0.461847919	0.541377403
ENSG00000196396	PTPN1	MO000021383	560.9291721775753	P18031	non-receptor type 1,protein tyrosine phosphatase	PTPN1	5770	10.8374244	30.838069	1222	39.497825	2533	32.596249	1641	38.518724	1938	2469.963569	0.005494593	1.699658194	0.250529781	0.002254317	3.054505701	11.60278482	54.128008	2072	90.795414	3280	52.816614	2677	86.39107	5056	10.83319601	11.13810188	10.862154	11.11454976	11.22140523	11.64407416	11.20468363	11.6057875	NM_001278618,NM_002827	4.736164473	0.161599206	4.736164473
ENSG00000196591	HDAC2	MO000023577,MO000058923	294.65620154875535	Q92769	histone deacetylase 2	HDAC2	3066	10.8705484	17.077937	1268	21.441268	2574	18.063638	1730	20.559337	1934	2214.299117	0.058633039	1.365320919	0.210403656	0.032750029	2.135134459	11.31987523	24.674529	1772	36.613109	2474	26.017468	2462	37.486626	4094	10.79964885	11.10119135	10.8429282	11.06158105	11.03855618	11.35103343	11.08352183	11.37426524	NM_001527,NR_033441,NR_073443	2.954822339	0.152065599	2.954822339
ENSG00000197122	SRC	MO000021478	15.571021849348522	P12931	SRC proto-oncogene,non-receptor tyrosine kinase	SRC	6714	10.07945704	16.802236	758	20.209594	1493	16.504499	963	19.465318	1117	815.7523548	6.32006E-4	-1.969539699	0.263099583	2.01853E-4	-3.716685851	9.102042663	13.816153	605	8.041896	332	13.494606	778	8.36765	555	9.73437385	10.03812873	9.72083803	9.99156404	9.50763235	9.05630157	9.48725203	9.08254957	NM_005417,NM_198291	5.852227531	0.167015785	-5.852227531
ENSG00000197386	HTT	MO000033243	1.9732336818458427	P42858	huntingtin	HTT	3064	9.482215219	3.359167	505	3.810342	927	3.901624	757	3.55623	678	714.3871278	0.973281157	-1.004238385	0.12839125	0.962094922	-0.047524854	9.478907435	4.466777	651	4.541286	622	4.230947	811	3.88789	861	9.34826983	9.5741537	9.47305736	9.51119516	9.52794262	9.51279795	9.48019408	9.38484523	NM_002111	0.034742057	0.095209792	-0.034742057
ENSG00000197442	MAP3K5	MO000020270	NaN		mitogen-activated protein kinase kinase kinase 5	MAP3K5	4217	8.189755563	5.556872	322	2.498413	235	5.824136	436	2.071702	153	360.0839279	0.251307954	1.466540969	0.409897814	0.177756391	1.347695342	8.742079733	8.87773	499	4.513496	239	9.000852	665	4.110761	351	8.51469233	7.98635496	8.55637152	7.848473	8.86752866	8.2561307	8.87833954	8.18102099	NM_005923	1.527094032	0.361683143	1.527094032
ENSG00000198001	IRAK4	MO000039099	NaN		interleukin 1 receptor associated kinase 4	IRAK4	51135	8.264115393	5.181915	267	3.587582	291	7.009242	435	3.480515	227	261.5365861	0.122729737	-1.428744215	0.290637721	0.076544538	-1.771097211	7.752500447	3.769114	194	4.932271	226	4.392018	273	2.15935	170	8.18751183	7.97341664	8.39337322	7.96600271	7.88689831	8.03557394	7.94038237	7.44404201	NM_001114182,NM_001145256,NM_001145257,NM_001145258,NM_001351338,NM_001351339,NM_001351340,NM_001351341,NM_001351342,NM_001351343,NM_001351344,NM_001351345,NM_016123	2.515599981	0.203376908	-2.515599981
ENSG00000198373	WWP2	MO000142942	14.259186696319038	O00308	WW domain containing E3 ubiquitin protein ligase 2	WWP2	11060	9.022474618	9.727883	417	8.351805	653	8.3107	530	7.748965	472	522.867795	0.957458815	1.009981897	0.169582391	0.932660205	0.084498362	9.038087944	14.591704	527	8.347291	385	12.424846	690	7.697877	568	8.99630291	9.08872434	8.98357654	9.01646075	9.16168726	8.92038047	9.15634516	8.84860128	NM_001270453,NM_001270454,NM_001270455,NM_007014,NM_199424	0.332440072	0.046965836	0.332440072
ENSG00000198742	SMURF1	MO000019696	1.0606383661357583	Q9HCE7-2	SMAD specific E3 ubiquitin protein ligase 1	SMURF1	57154	9.228274515	6.998042	445	7.592339	780	7.347596	603	7.083031	570	764.0646406	0.002245832	1.546721403	0.18822036	8.28895E-4	3.342961205	9.858533645	15.101264	928	11.947045	691	15.377059	1244	10.270829	959	9.27161682	9.45252975	9.31059188	9.39113165	9.86304511	9.62762211	9.87871198	9.5002295	NM_001199847,NM_020429,NM_181349	7.770961308	0.081104397	7.770961308
ENSG00000204209	DAXX	MO000020269	9.376331832101156	Q9UER7	death domain associated protein	DAXX	1616	9.685374287	24.662075	717	19.930173	938	22.890391	859	20.183419	743	1023.07032	9.81E-7	1.485487499	0.10937893	1.79E-7	5.219802972	10.25595345	34.398979	968	43.124318	1141	34.226338	1265	40.459901	1734	9.84985085	9.79246799	9.78953425	9.79764921	10.06971617	10.23645017	10.06264943	10.1856504	NM_001141969,NM_001141970,NM_001254717,NM_001350	20.0098538	0.028514909	20.0098538
ENSG00000204435	CSNK2B	MO000018901,MO000018903,MO000033264	1135.2709338086268	P67870	casein kinase 2 beta	CSNK2B	1460	11.06247945	143.61203	1813	124.705658	2548	136.874937	2232	118.454197	1896	2485.055147	4.22E-9	1.323509459	0.065145158	5.39E-10	6.207192027	11.46733454	198.025437	2422	214.905321	2472	196.605408	3165	200.350916	3726	11.16831466	11.16917804	11.12929753	11.12269624	11.38187038	11.42388568	11.37469204	11.36577617	NM_001282385,NM_001320	16.30467578	0.024830613	16.30467578
ENSG00000213341	CHUK	MO000019311,MO000060084	5.218629932884591	O15111	conserved helix-loop-helix ubiquitous kinase	CHUK	1147	8.631363367	6.915797	279	8.438297	551	6.095707	318	8.498774	435	546.6034781	0.002890793	1.756902959	0.249077193	0.001097787	3.264186885	9.444302116	12.018818	470	18.103085	666	12.533449	645	19.908138	1180	8.67286388	8.94631436	8.57770421	8.94887346	9.06457347	9.39466611	9.09936618	9.48121122	NM_001278,NM_001320928	4.276362932	0.190100504	4.276362932
ENSG00000244405	ETV5	MO000100895	NaN		ETS variant 5	ETV5	2119	10.121993	22.844706	1045	15.246046	1129	22.706127	1341	15.187554	881	1043.329738	0.448220187	-1.146055111	0.213757072	0.357524075	-0.920093166	9.925264572	22.387638	992	15.516015	647	22.913317	1337	15.66751	1056	10.18499612	9.95927271	10.18016776	9.95201666	10.10490452	9.77030287	10.12461061	9.78034487	NM_004454	1.500934929	0.131070591	-1.500934929
ENSG00000269335	IKBKG	MO000019309,MO000084601,MO000200698	NaN		inhibitor of nuclear factor kappa B kinase subunit gamma	IKBKG	8517	7.837762875	6.702305	167	7.391239	295	7.375656	241	6.767931	213	300.3513812	6.73E-6	1.620619981	0.144502613	1.43E-6	4.820299241	8.538892607	15.313877	363	12.850586	292	14.007514	440	12.330003	443	7.89544899	8.07641749	7.98209726	8.00738935	8.50671909	8.3412343	8.43368077	8.2899985	NM_001099856,NM_001099857,NM_001145255,NM_001321396,NM_001321397,NM_003639	9.376984617	0.074771343	9.376984617
